indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
NA19360	-0.038	0.016	-0.0245	-0.0243	0.0307	-0.0112	-0.002	-0.0847	-0.0166	0.0599	0.0551	0.0289	-0.0954	0.0638	-0.014	-0.012	-0.023	0.0859	0.0188	0.0057
NA19372	-0.0363	-0.0014	0.0094	-0.0134	0.0036	-0.0165	-0.0322	-0.0313	-0.0168	0.0267	-0.0117	0.014	-0.0181	0.0539	0.027	-0.0122	-0.0489	-0.0449	0.0505	0.0122
NA19374	-0.0252	0.0087	-0.0141	0.007	0.0064	0.0327	-0.0209	0.004	-0.0154	9e-04	0.0095	0.0192	-0.0304	0.0045	0.0034	-0.023	0.0718	0.0277	0.0597	0.0157
NA19375	-0.0297	0.0028	-0.0069	0.0272	0.0276	0.005	-0.0216	-0.0534	-0.0095	-0.0064	-0.005	-0.0387	0.0177	0.0157	-0.0021	0.0556	0.0395	0.0176	0.0503	0.0393
NA19376	-0.0399	0.0022	-0.0261	-0.0024	0.0267	-0.0405	0.0178	-0.003	0.0443	-0.029	0.0031	0.0894	-0.0344	0.0054	0.0167	0.0098	-0.0064	0.0321	0.1186	0.0047
NA19379	-0.0454	0.007	-0.0067	0.0177	0.0315	0.018	-0.0678	-0.0195	-0.0394	-0.042	0.0293	0.0326	-0.0463	0.1011	-0.0606	0.0248	0.0527	-0.0644	-0.0441	0.0092
NA19380	-0.0381	-0.011	0.0077	-0.0108	-0.0435	0.0335	-0.0026	-0.0092	-0.044	0.0638	0.0431	-0.0327	-0.0789	-0.0146	0.0247	-7e-04	-0.0339	-0.007	-0.0312	0.0196
NA19385	-0.0259	0.0161	-0.0069	-0.0052	0.0123	-0.007	-0.0237	-0.043	0.0173	0.0029	-0.0065	0.0167	-0.0287	0.0227	-0.0121	-0.0217	-0.0102	0.0062	0.0363	-0.0281
NA19394	-0.03	0.0032	-0.0023	0.0127	0.001	0.0019	-0.0254	0.0085	-0.0312	-0.0255	-0.0153	0.0215	-0.0287	-0.032	0.0084	-0.0148	0.0125	0.028	0.0199	0.0209
NA19395	-0.038	0.0096	-0.0242	-0.01	0.0214	-0.0247	-0.0113	-0.0354	-0.0083	0.0464	0.0759	-0.0237	-0.0492	0.034	-0.0363	0.0144	-0.0028	0.0303	-0.0357	0.0044
NA19397	-0.0288	0.0025	-0.0165	-0.0086	-0.0057	-0.0117	-0.01	0.0115	0.017	0.0186	-0.0052	-0.0136	0.0061	-0.0374	0.066	0.0357	0.0268	-0.0445	0.0364	-0.0125
NA19401	-0.0343	-0.0184	0.0438	0.032	-0.0985	0.0208	-0.0579	0.0543	0.0501	0.0399	0.0305	0.0563	0.0118	0.0249	-0.0264	0.0052	0.0105	0.0225	0.0559	0.0125
NA19404	-0.0384	0.0103	-0.0164	0.0102	0.0302	-0.0057	-6e-04	0.0092	0.0372	0.004	0.045	0.0461	-0.0524	0.0071	0.0036	-0.0075	-0.0039	0.0128	0.0042	-0.0031
NA19428	-0.0344	-0.0081	0.0157	0.0164	-0.0357	0.0563	-0.0147	-0.0031	-0.0673	-0.0042	0.0399	-0.0028	-0.0899	-0.0569	0.0013	-0.0211	0.0076	0.0193	0.0289	0.0285
NA19430	-0.0318	0.0104	-0.0047	0.0082	0.0448	0.0035	-0.0185	-0.0745	-0.0289	0.0398	0.055	-0.002	-0.0123	0.0178	0.0112	0.0338	0.055	0.0725	0.0527	0.0232
NA19431	-0.0409	-0.0111	0.0209	-0.0109	-0.0081	0.0144	-0.0596	-0.127	-0.0591	0.0554	0.0672	-0.0354	0.0012	0.0153	-0.0038	-0.0101	0.0598	0.0362	0.0093	-0.0257
NA19435	-0.0532	-0.0232	0.0468	0.0081	-0.072	0.0742	-0.0557	0.0657	-0.0027	0.0778	0.0712	0.0812	-0.0068	0.0339	-0.0432	0.0284	0.0203	0.0829	0.0557	0.0271
NA19436	-0.0192	0.0076	-0.009	0.0055	0.0175	-0.0128	-0.0071	0.0052	0.0097	0.0181	0.027	-0.0113	-0.0255	0.0175	-0.007	-0.0174	0.0051	0.0054	-0.004	0.0217
NA19437	-0.0399	0.0075	-0.0105	0.0018	0.0505	0.0013	-0.0906	-0.0144	0.0317	-0.0388	-0.0242	0.0502	-0.0116	0.0732	-0.0417	-0.0223	0.0231	0.0056	-0.0283	-0.0077
NA19438	-0.0341	0.0065	-6e-04	0.0501	0.0189	0.0147	0.0121	0.0078	-0.0224	-0.0249	0.0048	0.0442	-0.0406	-0.0019	-0.0611	0.0319	-0.0567	-0.0718	0.0243	0.0804
NA19439	-0.0346	0.0017	-0.0089	-0.027	-0.0067	-0.0372	-0.0207	-0.064	-0.0217	-0.0143	0.006	0.0589	-0.0224	0.0163	0.0041	-0.0174	-0.0386	0.0317	0.021	-0.0443
NA19440	-0.0335	-0.0194	0.0257	-0.027	-0.0215	0.0054	-0.0459	-0.0165	-0.0474	-8e-04	0.036	0.0041	-0.0691	-0.0103	-0.005	0.0176	-0.0159	0.0336	-0.0119	0.0114
NA19443	-0.0288	-0.0024	-7e-04	-0.0582	0.002	-0.0369	-0.0263	-0.0496	0.0498	0.0045	-0.0368	0.0595	-0.0443	0.0395	-0.0039	0.0852	-0.0855	-0.0181	0.0581	0.0685
NA19445	-0.0351	0.0018	-0.007	0.013	0.0202	0.0065	0.0011	0.0025	0.0261	-0.0151	-0.0046	-0.0163	0.0178	0.0103	-0.0402	-0.001	-0.0067	-0.0321	-0.0031	0.027
NA19446	-0.0277	0.0126	-0.0306	-0.0166	0.0082	-0.0183	0.1069	0.0058	-0.0519	0.0458	-0.0898	0.0526	-0.1002	-0.0326	-0.0234	-0.0293	0.1104	-0.0374	0.0383	0.0115
NA19449	-0.0232	0.0088	-0.0185	0.0152	0.001	-0.0092	0.0046	0.0114	-0.006	0.0072	0.0246	-0.0031	-0.0169	0.0033	-0.0058	-0.004	-8e-04	-0.0205	0.0063	0.01
NA19452	-0.0316	0.0146	-0.0152	-0.0192	0.0336	-0.0269	7e-04	0.0416	0.0051	0.0158	-0.046	0.0233	-0.0246	-0.0092	0.014	-0.0242	-0.0244	-0.0258	-0.0252	0.0139
NA19455	-0.0331	-0.0068	-0.0115	-0.0096	-0.0542	-0.0216	3e-04	-0.0238	0.0282	-0.0323	-0.0159	0.0053	0.0078	-0.0219	-0.0099	-0.0148	0.0122	0.0176	0.0311	0.0087
NA19456	-0.0367	-0.0091	0.0341	0.0171	-0.0032	0.0097	-0.0317	-0.0365	-0.0285	-0.0058	-0.02	0.0637	-0.0185	0.0073	0.0559	-0.0306	0.0014	0.0021	0.1079	0.1597
NA19463	-0.0263	0.0045	-0.0231	-0.0036	-0.0122	0.0018	0.0329	0.0135	0.0286	0.0211	0.0642	-0.0352	-0.0601	0.0454	-0.0146	-0.0325	-0.0036	0.0061	0.0346	0.0502
NA19466	-0.029	0.0131	-0.0291	-0.0043	0.0038	-0.0251	-0.0131	0.0111	0.0031	-6e-04	-0.0162	0.0354	-0.0199	-0.0473	0.008	-0.007	-0.0117	0.0033	0.0287	0.0309
NA19467	-0.035	0.0069	-0.0199	4e-04	0.0234	-0.0019	0.0139	0.0357	0.0495	-0.0151	0.0029	0.0602	-0.0661	0.0484	0.0171	-0.0467	-0.0052	0.0199	-0.0074	-0.0061
NA19471	-0.0335	0.0132	-0.0112	-0.0031	0.0358	0.0109	-0.0076	0.0174	0.0076	-0.0054	0.0174	0.013	-0.02	-0.0207	-0.0059	-0.0399	0.0126	0.0163	0.0292	0.0258
NA19472	-0.03	0.0134	-0.0305	0.0423	0.0396	0.0163	0.0311	0.0113	-0.0416	-0.0279	0.0206	0.0368	0.0681	0.0098	0.0143	-0.0192	0.0501	-0.0198	-0.0231	0.0103
NA19473	-0.0297	0.0055	-0.0129	0.015	0.0375	-0.0264	0.0154	0.0184	0.0266	0.0373	0.0216	0.023	-0.0622	-0.0965	0.0314	0.0496	0.0137	-0.0195	0.0615	0.017
NA19474	-0.0384	-0.0042	-0.0131	-0.0437	7e-04	-0.0576	-0.0506	-0.0492	-0.0301	0.0214	-0.0328	0.0769	-0.0447	0.0408	0.0078	0.0413	0.0128	-0.1813	0.0558	0.0202
NA19475	-0.0241	4e-04	-0.0155	-0.0153	0.0238	-0.0191	-0.0551	-0.0518	-6e-04	0.0567	-0.0033	-0.0249	-0.054	-0.0432	0.015	0.0409	0.0252	-0.0887	0.0118	0.0735
NA19648	0.0068	0.02	0.0119	-0.0179	0.0107	0.0073	-0.0094	-0.011	-0.0121	0.0105	0.007	-0.0148	0.0036	-6e-04	1e-04	0.0117	0.0034	0.0161	0.0062	0.003
NA19649	0.0097	0.0121	0.0164	0.0047	0.0093	-0.0022	-0.0033	0.0044	0.0033	-0.0041	0.0013	0.0048	0.0167	3e-04	-0.017	-0.0114	0.0064	-0.0087	-0.0075	-0.0102
NA19651	0.0049	0.0131	0.0123	-0.0243	0.0149	-0.005	-0.0031	0.0115	-0.0014	0.0062	-0.0052	-0.004	0.0165	0.0124	-7e-04	-0.0095	0.0061	0.006	0.0031	-0.0044
NA19652	0.01	0.005	0.0113	0.0028	-0.0099	-0.0265	0.0129	0.0056	-0.002	0.001	0.0077	-0.0143	0.002	0.0069	-0.002	-0.0048	-0.001	0.006	-0.0051	-0.0029
NA19654	0.01	0.0038	0.0088	0.0152	1e-04	-0.0158	0.004	0.0047	-0.0067	0.0058	-0.0028	-0.0088	-3e-04	0.0058	-5e-04	-0.0054	0.0037	0.0099	-3e-04	-0.0073
NA19655	-1e-04	0.015	0.0017	-0.0024	9e-04	-0.0065	1e-04	0.0167	0.0018	-0.0081	-0.0053	-0.0083	-0.0132	0.0074	0.0225	0.0037	-8e-04	0.0078	0.0142	-0.0021
NA19658	0.007	0.0035	0.0124	0.0145	0.0038	-0.0069	0.0118	-0.001	0.0018	0.0055	-0.0013	0.0057	0.0063	0.004	-0.001	-0.008	0.0018	0.0097	0.0012	-0.0057
NA19661	0.0131	0.0086	-0.011	0.0243	-0.0061	-0.0118	-0.0015	0.0023	-0.0039	0.0109	-0.0083	-0.009	6e-04	0.0047	0.0032	-2e-04	-0.0029	0.011	0.0013	0.0032
NA19663	0.009	0.0201	0.008	0.0098	4e-04	0.002	-0.0107	-0.0038	0.0041	0.0057	-0.005	-0.0073	-0.0093	0.0014	0.006	0.0046	0.0087	0.0133	0.011	0.007
NA19664	0.0053	0.0207	-0.0053	0.0012	0.0024	-0.0085	-0.0014	0.0066	-0.0066	0.0191	-0.0115	-0.0133	-0.0018	0.0142	0.0102	-3e-04	-0.0115	0.0078	0.0035	0.0063
NA19669	0.0031	-0.0089	0.0161	-0.0135	-0.0153	-0.0203	0.0065	-0.0045	0.0194	-0.0071	-0.012	-0.0274	0.0104	0.032	-0.0014	-0.0225	0.0263	0.011	0.0066	-0.0042
NA19670	0.006	0.0192	-0.0012	0.0291	-0.0032	-0.0218	0.0057	0.0021	-0.0123	0.0103	-0.0101	0.0112	-0.012	0.009	0.0185	-5e-04	-0.0229	0.013	0.0225	-0.0123
NA19676	0.0102	-0.0088	0.0356	0.0193	-0.0086	-0.0407	0.0182	-0.006	-6e-04	-5e-04	0.007	0.0019	-0.0137	0.0091	0.0097	-0.0046	0.0064	0.0019	-0.0017	0.0011
NA19678	0.0022	-0.0094	0.0344	0.0201	-0.0116	-0.0188	-9e-04	-0.0027	-0.0047	-0.0129	-9e-04	-0.0036	-0.0047	-0.0041	0.0167	0.0073	-0.0171	-0.0071	0.0082	0.0045
NA19679	0.0052	0.0264	-4e-04	0.0073	0.0075	0.0168	0.003	-0.0053	4e-04	0.0144	-0.0084	0.0079	0.0146	0.0039	-0.0041	-0.0062	-0.0047	0.0035	-0.0061	-0.0023
NA19681	0.0105	0.0087	0.0232	0.0174	-0.0017	-0.0342	0.0067	0.0058	-0.0089	0.0116	-0.0029	-0.0049	-0.0051	0.0072	0.0094	6e-04	-0.0022	0.0074	0.0045	0.001
NA19682	0.0132	0.0103	-0.0108	0.0244	-0.0055	-0.0154	-0.0058	0.0078	-0.006	0.0095	-0.0077	-0.012	0.0026	0.0018	-0.0026	0.0017	-0.0023	0.0137	0.001	-4e-04
NA19684	0.0107	0.0153	-0.0065	0.0195	-0.0027	-0.018	-0.0115	0.0164	-0.0121	-0.0133	0.006	0.0028	-4e-04	-0.0118	-0.0143	0.0029	-0.005	-0.0138	0.004	0.0026
NA19700	-0.0271	0.0011	-0.0115	-0.0185	0.0088	-0.0265	0.0603	-0.0037	-0.0161	0.0111	0.0577	0.0058	0.028	0.0084	-0.0254	0.0149	0.0094	-0.0091	0.0117	-0.0405
NA19701	-0.0309	-0.0079	0.0133	0.0125	-0.0689	-0.021	-0.0343	-0.0174	0.0277	-0.0259	0.0096	-0.0259	0.0073	0.0424	0.0985	-0.0596	0.0021	-0.036	0.0091	-0.0337
NA19703	-0.0374	6e-04	0.0105	0.0346	-0.0186	-0.0108	-0.0467	0	0.0369	0.0092	-0.016	-0.0014	-0.0343	0.0324	0.1127	-0.0642	-0.0337	-0.0945	0.0103	-0.0313
NA19704	-0.0331	0.01	-0.0166	0.0147	0.0229	-0.0219	0.0441	0.0045	-0.0138	-0.0133	0.0204	0.0142	0.0139	0.0408	-0.0172	0.0109	-0.0244	-0.0425	0.0119	0.007
NA19707	-0.0115	0.0151	-0.0064	0.0171	0.0074	0.0086	-0.0126	0.0137	-0.0055	-0.0085	-0.0059	-7e-04	-0.0117	-0.0038	2e-04	0.0053	-0.0079	-8e-04	0.0045	-0.001
NA19712	-0.0344	-0.0187	0.031	0.0265	0.0163	0.0187	-0.0042	-0.0031	-0.0141	-0.0459	-0.0089	-0.035	-0.0045	0.0034	-1e-04	0.0677	0.0303	0.0024	-0.0426	-5e-04
NA19713	-0.0172	0.0118	-0.0115	0.0135	0.0023	0.0103	-0.0329	0.0061	-0.0077	-0.0253	0.0103	0.0075	0.0175	-0.0324	-0.0058	-0.0168	-0.0011	-0.005	-0.0055	0.019
NA19716	0.0019	-0.001	0.0202	0.0134	0.0113	0.0093	-0.0031	0.011	0.0117	-0.0074	-0.0128	-0.0114	-0.0013	-0.0063	-0.0104	0.019	-0.0043	-0.013	-0.0162	-0.0077
NA19717	0.0077	0.0091	0.0146	0.0115	0.0037	-0.0046	0.0023	-0.0095	-0.0034	0.0179	-0.0114	0.0063	-0.0121	0.0093	0.0159	0.002	-7e-04	0.0038	6e-04	0.0072
NA19719	0.0041	0.0236	0.0011	0.0147	-0.002	-0.0136	-0.004	0.0021	-0.0044	-3e-04	-0.0097	-2e-04	0.0126	-0.0129	-0.0036	4e-04	-0.01	-0.0054	0.0026	8e-04
NA19720	0.0114	0.0088	-0.0106	0.0337	-0.0135	-0.0359	3e-04	0.0106	-0.0142	0.0043	-0.0021	-0.0065	-0.0081	8e-04	0.0028	0.0043	-0.0085	0.0054	0.0063	0.0056
NA19722	-0.0056	-0.012	0.0296	-0.0098	-0.0105	-0.0413	0.0219	-4e-04	-0.0168	-0.0073	0.0022	0.0204	-0.0034	-0.0122	0.0161	-0.0178	0.0064	0.0069	0.0109	0.0189
NA19723	0.0022	0.0021	-0.0101	0.0158	-0.012	-0.018	-0.0219	-0.0234	-0.015	-0.0538	0.0489	0.0088	-0.0242	-0.034	-0.0485	-0.0052	-0.0366	0.0018	0.0544	0.0076
NA19725	0.0036	0.0113	0.0055	0.0142	-0.0117	-0.0314	0.0049	-0.0056	-0.0037	0.0253	-0.016	0.0029	-0.0042	0.0199	-0.0068	-0.0105	-0.0045	-0.0126	-0.0014	0.0029
NA19726	0.0053	0.0066	-0.0082	-0.0012	-0.017	-0.0362	0.0044	0.0137	-0.0135	-0.009	0.0078	-0.0073	-0.0177	0.0047	0.0134	0.0079	-0.0046	0.0022	0.021	0.0136
NA19728	0.0127	0.0034	-0.0016	0.0231	-0.0034	-0.0253	0.0011	0.0054	-0.0089	0.0177	-0.0062	-0.007	0.0053	0.0097	0.0038	-0.0026	-0.0062	0.0097	-0.0021	-0.0015
NA19729	0.0026	0.0098	-0.0158	0.0257	-0.0119	-0.038	0.0129	0.0078	-0.0143	0.0196	-0.0037	-0.0081	-0.0161	0.0223	0.0202	0.0044	-0.0217	0.0061	0.0065	0.0163
NA19731	0.0112	0.0028	0	0.0305	-0.0108	-0.0403	0.009	0.0048	-0.0058	0.0118	-0.004	-0.0108	-3e-04	0.0123	0.0035	-0.0019	-6e-04	0.0094	4e-04	-0.0036
NA19732	0.0088	0.0134	-0.0078	0.027	-0.0096	-0.0205	-0.0083	0.0042	-0.0076	0.0053	-0.0039	-0.0122	-0.0134	1e-04	0.0054	0.0072	-2e-04	0.0138	0.0103	0.0103
NA19734	0.0053	0.0027	0.0161	0.028	-0.0136	-0.025	0.0127	-0.004	0.0156	-0.0177	-0.0194	-0.0337	0.0126	0.0075	-0.01	0.0252	-0.014	0.0033	0.0214	0.0129
NA19735	0.0113	-0.0013	-0.0212	0.0333	-0.0137	-0.0384	-0.001	0.0077	-0.0151	0.0105	-0.008	-0.0069	-0.0179	-0.014	0.0064	2e-04	0.0175	-0.0102	9e-04	-2e-04
NA19740	0.0059	-0.008	0.0151	0.0028	-0.0096	-0.0166	0.0045	0.0025	-0.0084	0.0017	0.0127	-0.0091	7e-04	-0.0035	0.0195	-0.0087	0.0075	0.0012	0.0086	0.0193
NA19741	0.0093	0.0168	0.0169	0.0162	0.0099	-0.0107	-0.0021	7e-04	-0.0086	0.021	-0.0126	0.0052	0.0052	0.0081	3e-04	-0.0055	-0.0086	-0.0085	-0.015	6e-04
NA19746	0.0071	-0.0034	9e-04	0.0243	-0.0075	-0.0299	0.0025	0.0062	-0.0076	-0.0092	0.0086	0.0047	-0.0181	-0.0031	0.0077	0.0035	-0.0013	-0.0016	0.0166	0.0044
NA19747	0.0089	0.0117	-0.0097	0.031	-0.012	-0.035	0.002	0.0113	-0.0136	-0.0013	0.001	-0.0049	-0.0015	-0.0024	-0.0022	0.0041	-0.0087	8e-04	0.0045	0.0031
NA19749	0.0068	0.0043	0.0175	0.0148	-0.0058	-0.0291	0.0065	0.0114	-0.0039	-0.0058	0.0062	0.0011	0.0093	4e-04	-0.0058	-0.0015	-0.0031	-0.002	8e-04	-0.0068
NA19750	0.0083	0.0135	0.0059	0.0134	0.0048	2e-04	-0.0093	0.0032	-0.0114	0.0067	-0.0115	-0.0022	-0.0038	-0.0027	-0.0046	0.0076	-0.009	-3e-04	0.0014	0.0053
NA19752	0.0095	0.0062	0.0213	0.0112	0.0097	-0.0075	-0.0035	0.0022	-8e-04	0.0212	-0.011	-0.0028	0.002	0.0099	0.0038	-0.0041	0.0036	0.0173	0.0014	3e-04
NA19755	0.0071	0.0084	0.0214	0.0155	-0.0051	-0.0342	0.0104	0.0075	-0.012	-0.0047	0.0049	0.0078	-0.0059	-0.001	0.0015	5e-04	-0.0081	-0.0087	0.0066	-0.0022
NA19756	0.0042	0.0122	-0.0127	-0.0101	-0.0021	-0.0071	-0.0039	0.0181	-0.0109	0.0074	0.0016	-0.0026	-0.0138	0.0106	0.0108	0.0067	-0.0113	-0.0054	0.0179	0.0133
NA19758	0.0025	0.0131	0.0031	0.0036	0.0033	-0.031	0.0066	-0.0329	-0.0188	0.0345	0.0212	-0.0327	0.0019	0.0174	0.0032	0.0147	0.0039	0.0224	0.0033	0.0094
NA19759	0.0049	0.0083	-0.016	0.0118	-0.0175	-0.0332	0.0076	0.0042	-0.0025	-0.0043	2e-04	-0.0208	0.018	-0.0033	-0.0051	-0.0157	-0.0124	4e-04	-0.0126	0.0017
NA19761	0.0082	0.0032	0.0076	0.0181	-1e-04	-0.0141	-0.0013	-5e-04	0.0031	0.004	-0.0091	-0.0024	0.0015	-0.0071	0.0102	-0.0042	-0.0064	0.0019	0.0049	0.0066
NA19762	0.0054	0.008	-0.003	0.0025	-0.0167	-0.0354	0.0081	0.0079	-0.0047	-0.0117	0.0076	-0.0126	-0.0143	0.0056	0.0109	0.0034	0.0033	0.0041	0.0166	0.0099
NA19764	0.0104	0.0105	0.0103	0.0125	-0.0015	-0.0106	-0.0056	0.0072	-0.0019	-0.003	-0.001	-0.0097	0.001	-0.0049	-0.0068	-8e-04	0.0049	0.0112	5e-04	2e-04
NA19770	-0.0019	-0.0023	0.0052	-0.0101	-0.002	-0.0272	0.0066	0.009	-0.0035	-0.0171	0.0043	-0.0066	0.0152	-0.0154	0.001	-0.0085	-0.0109	-0.0114	0.0124	0.007
NA19771	0.0098	-0.0014	0.011	0.0153	1e-04	-0.0248	-0.0015	0.0115	-0.0054	-0.0042	0.0021	-0.0042	9e-04	-0.0032	-0.0067	-0.001	-0.0014	0.0025	0.002	-0.0055
NA19773	0.0048	0.0204	-0.0045	0.0306	0.0088	-0.0143	-0.0145	0.0151	-0.0126	-0.0162	0.0027	0.0267	-0.0018	0.0329	-0.0133	-0.0083	0.0211	-0.0296	0.0021	0.0043
NA19774	0.0092	0.0121	-0.0123	0.0057	-0.0053	-0.0107	-0.0044	0.0072	-0.0082	0.0065	-0.0049	-0.0079	-6e-04	0.0024	0.003	0.0034	-0.0063	0.0038	0.0019	0.007
NA19776	0.0047	0.0011	0.0175	0.0169	-0.0056	-0.0335	0.0048	0.0094	-0.0065	-0.0089	0.0078	4e-04	-0.005	-0.0053	-0.0039	8e-04	-0.0024	-0.006	0.0065	-0.0016
NA19777	0.0065	0.0131	-0.009	-0.0028	-0.0055	-0.0143	0.0094	0.0028	-0.0087	0.0032	-0.0047	0.0043	-0.0039	0.0137	0.007	-0.0065	-0.014	-0.0102	0.0031	0.0057
NA19779	0.0065	0.0187	-0.0024	0.0131	0.0072	0.0068	-0.0107	-0.0027	-4e-04	0.0133	-0.0125	0.0053	4e-04	0.0043	-7e-04	-6e-04	-0.0023	-0.0057	-0.004	0.0029
NA19780	0.0105	0.0066	0.0109	0.0234	-0.005	-0.034	0.0077	0.0056	-0.009	0.0079	-0.0039	0.0023	0.0038	0.0075	0.0031	-0.0028	-0.0051	0.002	-0.002	-0.0056
NA19782	0.007	-0.0016	-0.0072	0.0349	-0.0069	-0.003	-0.0035	-0.001	-0.0234	0.0029	-0.0167	-0.024	-0.0136	0.0096	0.0169	0.0208	-0.0048	0.0114	-0.0342	-0.007
NA19783	0.0076	0.0144	0.0056	0.0256	-0.0052	-0.0253	-0.0026	0.0016	-0.0064	0.0119	-0.0072	-0.0064	-0.0144	0.0083	0.0143	0.0047	2e-04	0.0075	0.0127	0.0089
NA19786	0.0115	0.0104	-0.013	0.0324	-0.014	-0.0296	-0.0079	0.0127	-0.0082	5e-04	-0.0023	-0.0196	-0.0083	-0.0024	-7e-04	0.0051	-0.0026	0.016	0.0064	0.0068
NA19788	0.0086	0.0089	-0.0173	0.035	-0.0218	-0.0308	0.0042	0.0029	-0.0062	0.0036	4e-04	-0.0101	-0.009	0.0015	0.0068	0.0049	-0.0056	0.0035	-0.0011	0.009
NA19789	0.0092	0.0072	-0.018	0.0141	-0.015	-0.0275	0.0114	0.0091	-0.007	0.0068	0.0042	-0.0181	0.0027	0.0085	-0.0011	-0.0024	-0.0094	0.0034	-0.0041	0.0032
NA19792	0.0061	0.0155	-0.0018	0.022	-0.0035	-0.0152	-0.004	0.0018	-0.0064	0.0108	-0.0093	-0.004	-0.0126	0.0043	0.0091	0.0084	-0.0033	0.0069	0.0099	0.0093
NA19794	0.0066	-0.0014	0.0256	0.0086	7e-04	0.0052	-0.0112	7e-04	4e-04	-0.0029	-0.005	-0.0119	-0.0014	-0.0132	-0.0093	0.0089	-0.0022	0.0023	-0.0046	0.0033
NA19795	0.0106	-0.001	0.0254	0.0108	0.0039	-0.0167	0.0069	-0.0022	0.0069	-0.0025	0.0059	0.0036	0.0084	0.0056	-0.0068	-0.0132	0.0111	-0.0063	-0.0106	-0.007
NA19819	-0.019	0.0089	0.0119	0.0123	0.0172	0.0027	-0.0247	0.004	0.006	-0.0146	0.0104	0.0171	-0.0145	-0.0213	-0.0068	-0.0141	0.0157	3e-04	0.0191	0.0136
NA19834	-0.0253	0.0085	-0.002	-0.034	-0.0021	-0.0096	-2e-04	0.0092	0.0132	0.0079	0.0383	0.0343	-0.015	0.0219	-0.0083	-0.0049	0.0087	-0.0167	0.0061	-0.0066
NA19835	-0.0209	0.0033	-0.0209	0.0036	-0.0019	-0.0054	-0.0215	-0.003	0.0017	-0.0349	0.0281	-0.0156	-0.0077	5e-04	-0.0144	0.0047	0.0223	-0.0035	0.0218	0.0082
NA19900	-0.0441	0.0136	-0.0172	-0.0075	0.0663	-0.0125	0.0455	0.051	0.046	0.031	-0.0101	0.0122	-0.0243	-0.0026	0.0095	-0.0011	-0.0232	-0.007	0.0147	0.0374
NA19901	-0.0287	0.0128	-0.02	-0.0135	-0.0098	-0.0243	0.0195	-0.0145	-0.0234	-0.0118	-0.0084	0.0086	0.0221	-0.0169	0.0116	-0.0184	-0.0231	-0.0118	0.0287	-0.0277
NA19908	-0.021	-0.0043	0.0135	0.0266	0.0085	-0.0432	-0.0489	-0.0433	-0.0159	-0.0109	-0.0187	-0.0084	0.0493	0.009	0.0602	-0.0199	0.0549	-0.0437	0.0145	0.0143
NA19909	-0.0277	0.0132	-0.0194	0.0165	0.0221	0.016	-0.0315	0.0115	-0.0192	-0.0293	-0.0155	0.002	0.0084	-0.0061	-0.0135	-0.0177	0.0131	0.0169	-0.0244	0.0175
NA19913	-0.0337	0.0095	0.0078	0.0188	0.0486	0.0045	0.0106	0.0118	0.016	0.0432	0.0202	-0.025	-0.0022	-0.0459	0.0412	0.0487	0.0464	0.0248	-0.0014	0.0304
NA19914	-0.0361	0.0086	-0.0165	-0.0482	-0.0021	-0.0548	-0.0637	-0.0992	-0.0628	0.0415	-0.0775	-0.0201	-9e-04	0.0069	-0.0788	0.1478	0.0488	-0.0431	0.0199	-0.0523
NA19920	-0.0413	-0.0078	0.0035	-0.0088	-0.0212	0.0337	0.0088	-2e-04	-0.0228	0.0252	0.0452	0.0016	-0.0567	-0.0066	-0.0139	-0.0182	-0.0312	0.0205	0.0079	-0.0218
NA19923	-0.0107	0.0134	-0.0011	0.019	0.0178	0.0195	-0.0206	0.0143	0.0075	0.0134	-0.0254	-0.0122	-0.0083	0.0271	0.0049	-0.001	0.0023	0.0079	-0.0206	0.0089
NA19982	-0.0284	0.0127	-0.0204	-0.0035	0.0216	0.0233	0.0151	0.0122	-0.0021	-0.0111	-0.0201	0.018	0.0495	-0.0345	-0.0028	-0.0264	-0.0074	0.0132	0	0.0013
NA19984	-0.0384	0.0138	-0.0283	-0.0281	-0.0344	-0.0394	0.065	0.0083	-0.0341	0.0257	-0.151	0.0366	-0.1242	-0.1017	-0.0725	-0.0626	0.0735	-0.0124	-0.0074	-0.0112
NA20274	0.0029	0.0191	-0.0068	0.0069	-0.0062	-0.0175	0.0056	0.0034	-0.0073	0.0081	0.0053	-0.0144	-0.0085	0.0091	0.0083	7e-04	-0.0072	0.0019	0.01	0.0107
NA20276	-0.026	0.0223	-0.0217	-0.0024	0.0306	-0.0058	-0.0124	0.0333	-0.0174	-0.0138	-0.0159	0.0369	-0.0141	-0.0027	0.0102	0.0029	-0.0223	-0.0053	0.0158	0.0072
NA20278	-0.011	0.002	0.0189	-0.0295	-0.0093	-0.0126	0.0037	-0.0103	0.0149	-0.0135	0.0028	-0.0181	-0.0044	0.0046	0.0408	-0.0336	-0.0255	-0.0365	0.0321	0.0086
NA20281	-0.0274	-0.014	0.0152	-0.0101	-0.0882	-0.004	-0.0264	0.055	0.0348	0.0415	0.0383	0.0168	0.0024	0.0115	-0.0227	0.0182	0.012	-0.0194	8e-04	6e-04
